Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1051,8000.0,RL,8.54400374532,9.10420177591,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,343.0,125.0,8084294343.0,8084294343.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,2207155608.0,1302.0,GasA,Ex,Y,SBrkr,36.0832371053,0.0,0.0,36.0832371053,0.0,1.0,4.0,0.0,9.0,1.0,Gd,6.0,Typ,0.0,,Attchd,8084294343.0,Fin,4.0,436.0,TA,TA,Y,0.0,2.80203933066,0.0,0.0,0.0,0.0,,,,0.0,64.0,8084294343.0,New,Partial,176485
475,1728000.0,RL,6.40312423743,8.58110651716,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,512.0,125.0,8000000000.0,8000000000.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196.0,Unf,0.0,26463592.0,1494.0,GasA,Ex,Y,SBrkr,40.6448028658,0.0,0.0,40.6448028658,1.0,1.0,4.0,0.0,4.0,1.0,Ex,6.0,Typ,0.0,,Attchd,8000000000.0,RFn,4.0,499.0,TA,TA,Y,9.79795897113,3.63424118566,0.0,0.0,0.0,0.0,,,,0.0,64.0,8084294343.0,WD,Normal,251000
937,8000.0,RL,8.18535277187,9.21860611639,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,343.0,125.0,8036054027.0,8036054027.0,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,40353607.0,1176.0,GasA,Ex,Y,SBrkr,34.6410161514,0.0,0.0,34.6410161514,1.0,1.0,4.0,0.0,4.0,1.0,Gd,5.0,Typ,0.0,,Attchd,8036054027.0,RFn,4.0,555.0,TA,TA,Y,0.0,3.44821724038,0.0,0.0,0.0,0.0,,,,0.0,64.0,8108486729.0,WD,Normal,184900
876,216000.0,FV,8.66025403784,9.10497985632,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,512.0,125.0,8084294343.0,8084294343.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64.0,Unf,0.0,1404928000.0,1184.0,GasA,Ex,Y,SBrkr,34.4093010682,2899736776.0,0.0,51.0881590978,0.0,1.0,4.0,1.0,16.0,1.0,Ex,11.0,Typ,1.0,Gd,BuiltIn,8084294343.0,Fin,4.0,550.0,TA,TA,Y,14.4222051019,6.8038174394,0.0,0.0,0.0,0.0,,,,0.0,64.0,8084294343.0,New,Partial,303477
752,216000.0,RL,,8.95544812235,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,343.0,125.0,8036054027.0,8036054027.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,287496000.0,660.0,GasA,Ex,Y,SBrkr,25.6904651573,287496000.0,0.0,36.3318042492,0.0,1.0,4.0,1.0,9.0,1.0,Gd,6.0,Typ,0.0,,Attchd,8036054027.0,Fin,4.0,400.0,TA,TA,Y,0.0,3.63424118566,0.0,0.0,0.0,0.0,,,,0.0,64.0,8084294343.0,WD,Normal,162000
1149,125000.0,RM,,8.64822145382,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,343.0,343.0,7144450776.0,7414875000.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,187149248.0,572.0,GasA,TA,Y,SBrkr,23.9165214862,156590819.0,0.0,33.331666625,0.0,1.0,1.0,0.0,4.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,7785938168.0,Unf,1.0,288.0,TA,TA,Y,0.0,0.0,5.60407866131,0.0,0.0,0.0,,,,0.0,64.0,8096384512.0,WD,Normal,116900
315,343000.0,RM,7.74596669241,9.16951837746,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,343.0,343.0,7133328125.0,7880599000.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16.0,Unf,0.0,360944128.0,728.0,GasA,Ex,Y,SBrkr,28.8444102037,529475129.0,0.0,40.5092582011,0.0,2.71828182846,1.0,1.0,9.0,1.0,Ex,6.0,Typ,1.0,Gd,Detchd,7133328125.0,Unf,4.0,546.0,Fa,TA,Y,0.0,0.0,6.16224014775,0.0,0.0,0.0,,,,0.0,64.0,8072216216.0,WD,Normal,178000
190,1728000.0,RL,6.40312423743,8.50167337976,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,512.0,125.0,8012006001.0,8024024008.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153.0,Unf,0.0,85184000.0,1593.0,GasA,Ex,Y,SBrkr,39.912404087,0.0,0.0,39.912404087,1.0,1.0,1.0,1.0,1.0,1.0,Ex,5.0,Typ,1.0,Gd,Attchd,8012006001.0,Fin,4.0,682.0,TA,TA,Y,0.0,4.93242414866,0.0,0.0,224.0,0.0,,,,0.0,64.0,8096384512.0,WD,Normal,286000
1265,1728000.0,RH,5.83095189485,8.3089382526,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,216.0,125.0,7976023992.0,7988005999.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266.0,Unf,0.0,1477648619.0,1405.0,GasA,Ex,Y,SBrkr,36.5650105976,0.0,0.0,36.5650105976,1.0,1.0,4.0,0.0,4.0,1.0,Gd,5.0,Typ,0.0,,Attchd,7976023992.0,Fin,4.0,511.0,TA,TA,Y,12.0,4.08165510192,0.0,0.0,0.0,0.0,,,,0.0,64.0,8096384512.0,COD,Abnorml,181000
35,1728000.0,RL,7.74596669241,8.89740886527,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,729.0,125.0,8060150125.0,8060150125.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,Unf,0.0,67917312.0,1561.0,GasA,Ex,Y,SBrkr,39.5094925303,0.0,0.0,39.5094925303,1.0,1.0,4.0,0.0,4.0,1.0,Ex,6.0,Typ,1.0,Gd,Attchd,8060150125.0,Fin,4.0,556.0,TA,TA,Y,14.2478068488,3.60882608014,0.0,0.0,0.0,0.0,,,,0.0,64.0,8084294343.0,WD,Normal,277500
58,216000.0,RL,9.43398113206,9.36263218232,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,343.0,125.0,8048096064.0,8048096064.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,636056000.0,860.0,GasA,Ex,Y,SBrkr,29.3257565972,636056000.0,0.0,41.4728827067,0.0,1.0,4.0,1.0,9.0,1.0,Gd,7.0,Typ,0.0,,Attchd,8048096064.0,RFn,4.0,565.0,TA,TA,Y,0.0,4.12128529981,0.0,0.0,0.0,0.0,,,,0.0,64.0,8072216216.0,WD,Normal,196500
627,8000.0,RL,,9.42076335888,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,125.0,125.0,7529536000.0,7738893352.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,935441352.0,978.0,GasA,TA,Y,SBrkr,37.7094152699,0.0,0.0,37.7094152699,0.0,1.0,1.0,0.0,9.0,1.0,TA,6.0,Min1,1.0,TA,Attchd,7529536000.0,RFn,1.0,286.0,TA,TA,Y,0.0,0.0,3.30192724889,0.0,0.0,0.0,,GdWo,Shed,8.43432665302,64.0,8084294343.0,WD,Normal,139900
934,8000.0,RL,7.93725393319,9.04629085997,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,343.0,125.0,8048096064.0,8048096064.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,3241792000.0,1500.0,GasA,Ex,Y,SBrkr,38.7298334621,0.0,0.0,38.7298334621,0.0,1.0,4.0,0.0,9.0,1.0,Gd,6.0,Typ,0.0,,Attchd,8048096064.0,RFn,4.0,570.0,TA,TA,Y,13.8564064606,3.30192724889,0.0,0.0,0.0,0.0,,,,0.0,64.0,8108486729.0,WD,Normal,190000
358,1728000.0,RM,6.63324958071,8.34853782539,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,125.0,125.0,7715442176.0,7715442176.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874.0,Unf,0.0,19248832.0,1142.0,GasA,TA,Y,SBrkr,33.7934904974,0.0,0.0,33.7934904974,1.0,1.0,1.0,1.0,9.0,1.0,TA,6.0,Typ,1.0,Po,Attchd,7715442176.0,Fin,4.0,528.0,TA,TA,Y,23.1516738056,4.48140474656,0.0,0.0,0.0,0.0,,MnPrv,,0.0,64.0,8084294343.0,WD,Normal,134000
1384,27000.0,RL,,10.1400999898,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,125.0,343.0,7055792632.0,8084294343.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,543338496.0,816.0,GasA,Ex,Y,SBrkr,37.6297754445,0.0,0.0,37.6297754445,0.0,1.0,4.0,0.0,9.0,1.0,Gd,7.0,Typ,0.0,,Attchd,8084294343.0,Unf,4.0,576.0,TA,TA,N,0.0,0.0,4.82028452835,0.0,0.0,0.0,,,,0.0,64.0,8084294343.0,WD,Normal,112000
1018,1728000.0,RL,,8.66802408112,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,512.0,125.0,7809531904.0,7809531904.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,1036.0,Unf,0.0,6229504.0,1220.0,GasA,Gd,Y,SBrkr,36.8781778292,0.0,0.0,36.8781778292,1.0,1.0,1.0,0.0,1.0,1.0,Gd,4.0,Typ,1.0,Ex,Attchd,7809531904.0,RFn,4.0,565.0,TA,TA,Y,7.93725393319,0.0,0.0,0.0,0.0,0.0,,,,0.0,64.0,8108486729.0,COD,Abnorml,187500
860,216000.0,RL,,9.30828344631,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,216.0,343.0,7622111232.0,7809531904.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619.0,Unf,0.0,82312875.0,1054.0,GasA,TA,Y,SBrkr,38.8844441904,1489355288.0,0.0,51.5169874896,1.0,1.0,4.0,1.0,16.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,7622111232.0,Unf,4.0,619.0,TA,TA,Y,0.0,4.02072575859,0.0,0.0,222.0,0.0,,,,0.0,64.0,8072216216.0,WD,Normal,250000
1011,125000.0,RL,10.7238052948,9.9658048586,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,125.0,125.0,7392083392.0,7414875000.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,373248000.0,720.0,GasA,TA,Y,SBrkr,26.83281573,167284151.0,0.0,35.65108694,0.0,1.0,4.0,0.0,16.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,7392083392.0,Unf,1.0,312.0,TA,TA,Y,0.0,0.0,4.7622031559,0.0,0.0,0.0,,,,0.0,64.0,8096384512.0,WD,Normal,135000
332,8000.0,RL,8.36660026534,9.00895831244,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,125.0,216.0,7506509912.0,7904383488.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,846.0,Unf,0.0,9261000.0,1056.0,GasA,Fa,Y,SBrkr,32.4961536185,0.0,0.0,32.4961536185,1.0,1.0,1.0,0.0,9.0,1.0,TA,6.0,Typ,0.0,,Attchd,7506509912.0,RFn,1.0,308.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,64.0,8084294343.0,WD,Normal,139000
596,8000.0,RL,8.30662386292,9.33273498019,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,512.0,125.0,8060150125.0,8072216216.0,Gable,CompShg,VinylSd,Other,BrkFace,238.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1422.0,Unf,0.0,60236288.0,1814.0,GasA,Ex,Y,SBrkr,42.7317212384,0.0,0.0,42.7317212384,1.0,1.0,4.0,0.0,9.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,8060150125.0,Fin,9.0,758.0,TA,TA,Y,13.416407865,4.21716332651,0.0,0.0,120.0,0.0,,,,0.0,64.0,8072216216.0,New,Partial,319000
107,27000.0,RM,7.74596669241,9.28730141311,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,64.0,343.0,6697829125.0,7940149875.0,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,263374721.0,641.0,GasA,Gd,Y,SBrkr,32.3573793747,0.0,0.0,32.3573793747,0.0,1.0,1.0,0.0,4.0,1.0,TA,6.0,Typ,0.0,,Detchd,7460598664.0,Unf,1.0,273.0,Fa,Fa,N,0.0,0.0,0.0,0.0,0.0,0.0,,,Shed,7.66309432394,64.0,8084294343.0,WD,Normal,100000
1013,343000.0,RL,7.4161984871,9.26785427818,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,216.0,343.0,7111117467.0,7952095936.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,218167208.0,602.0,GasA,TA,Y,SBrkr,30.0,218167208.0,0.0,38.7556447502,0.0,1.0,1.0,1.0,9.0,1.0,Gd,7.0,Typ,1.25992104989,TA,Detchd,7111117467.0,Unf,1.0,180.0,TA,TA,Y,9.79795897113,0.0,4.82028452835,0.0,53.0,0.0,,,,0.0,64.0,8084294343.0,WD,Normal,165000
716,8000.0,RL,8.83176086633,9.22424327715,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,216.0,125.0,7692038424.0,7692038424.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1204550144.0,1064.0,GasA,TA,Y,SBrkr,36.7423461417,0.0,0.0,36.7423461417,0.0,1.0,4.0,0.0,9.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,7692038424.0,RFn,4.0,478.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,64.0,8108486729.0,WD,Normal,165000
109,125000.0,RM,9.21954445729,9.04782144248,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,125.0,343.0,7066834559.0,8060150125.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,498677257.0,793.0,GasW,TA,N,FuseF,31.5753068077,140608000.0,0.0,38.9486841883,0.0,1.0,4.0,0.0,9.0,1.0,Fa,7.0,Typ,0.0,,,,,0.0,0.0,,,N,0.0,0.0,5.24148278842,0.0,0.0,0.0,,,,0.0,64.0,8084294343.0,WD,Normal,115000
1073,125000.0,RL,7.07106781187,8.93392789178,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,125.0,27.0,7392083392.0,7414875000.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0.0,Unf,0.0,531441000.0,810.0,GasA,Fa,Y,FuseA,31.6543835827,93576664.0,0.0,38.1575680567,1.0,2.71828182846,1.0,0.0,16.0,1.0,TA,7.0,Typ,1.0,TA,Detchd,7460598664.0,Unf,1.0,280.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,64.0,8072216216.0,WD,Normal,91500
1130,729000.0,RM,7.74596669241,8.881836305,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,125.0,125.0,7762392000.0,7762392000.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,936.0,Unf,0.0,0.0,936.0,GasA,TA,Y,SBrkr,30.5941170816,0.0,0.0,30.5941170816,1.0,1.0,1.0,0.0,4.0,1.0,TA,4.0,Typ,0.0,,Detchd,7762392000.0,Unf,4.0,672.0,TA,TA,Y,7.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,64.0,8084294343.0,WD,Normal,140000
871,8000.0,RL,7.74596669241,8.79482492801,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,125.0,125.0,7552609128.0,7552609128.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,714516984.0,894.0,GasA,Gd,N,SBrkr,29.8998327755,0.0,0.0,29.8998327755,0.0,1.0,1.0,0.0,4.0,1.0,TA,5.0,Typ,0.0,,Detchd,7552609128.0,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,64.0,8108486729.0,WD,Normal,109500
482,8000.0,RL,8.48528137424,9.37974553684,Pave,,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,729.0,125.0,8036054027.0,8048096064.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567.0,Unf,0.0,11390625.0,1792.0,GasA,Ex,Y,SBrkr,42.332020977,0.0,0.0,42.332020977,1.0,1.0,4.0,0.0,4.0,1.0,Ex,6.0,Typ,1.0,Gd,Attchd,8036054027.0,Fin,9.0,874.0,TA,TA,Y,14.3527000944,3.65930571002,0.0,0.0,0.0,0.0,,,,0.0,64.0,8072216216.0,WD,Normal,374000
242,27000.0,RM,6.32455532034,8.26359043262,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,125.0,729.0,7357983625.0,7964053973.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,329.0,Unf,0.0,45499293.0,686.0,GasA,Gd,Y,SBrkr,29.4278779391,0.0,0.0,29.4278779391,0.0,1.0,1.0,0.0,4.0,1.0,Gd,4.0,Typ,0.0,,,,,0.0,0.0,,,Y,7.61577310586,3.47602664489,0.0,0.0,0.0,0.0,,,,0.0,64.0,8084294343.0,WD,Normal,110500
986,6859000.0,RL,8.24621125124,9.29468152041,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,125.0,125.0,7414875000.0,7414875000.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1040.0,Unf,0.0,1906624.0,1164.0,GasW,TA,N,SBrkr,34.1174442185,0.0,0.0,34.1174442185,1.0,1.0,1.0,0.0,9.0,1.0,TA,5.0,Typ,0.0,,Detchd,7414875000.0,Unf,1.0,240.0,TA,TA,Y,0.0,3.63424118566,0.0,0.0,0.0,0.0,,,,0.0,64.0,8096384512.0,ConLD,Normal,125000
657,8000.0,RL,8.48528137424,9.21104012709,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,125.0,343.0,7518017079.0,8072216216.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806.0,Unf,0.0,15069223.0,1053.0,GasA,Ex,Y,SBrkr,32.4499614792,0.0,0.0,32.4499614792,1.0,1.0,1.0,1.0,9.0,1.0,Gd,5.0,Typ,0.0,,Attchd,7518017079.0,RFn,1.0,312.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,64.0,8096384512.0,WD,Normal,145500
1404,8000.0,RL,7.0,9.63272814728,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,512.0,125.0,8084294343.0,8084294343.0,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,929.0,Unf,0.0,171879616.0,1485.0,GasA,Ex,Y,SBrkr,38.2622529394,0.0,0.0,38.2622529394,1.0,1.0,4.0,0.0,9.0,1.0,Gd,6.0,Typ,0.0,,Attchd,8084294343.0,Unf,9.0,754.0,TA,TA,Y,12.9614813968,5.42883523319,0.0,0.0,0.0,0.0,,,,0.0,64.0,8084294343.0,WD,Normal,282922
759,4096000.0,FV,4.89897948557,7.73193072195,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,343.0,125.0,7988005999.0,7988005999.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549.0,Unf,0.0,7414875.0,744.0,GasA,Gd,Y,SBrkr,27.5136329844,411830784.0,0.0,38.7427412556,0.0,1.0,4.0,1.0,9.0,1.0,TA,6.0,Typ,0.0,,Detchd,7988005999.0,Unf,4.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,64.0,8096384512.0,WD,Normal,179400
1231,729000.0,RL,,9.8463879605,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,125.0,125.0,7727161833.0,7727161833.0,Shed,CompShg,Plywood,Plywood,None,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,498.0,Rec,9393931.0,277167808.0,1361.0,GasA,Ex,Y,SBrkr,36.8917334914,1995616979.0,0.0,51.1859355683,0.0,1.0,4.0,1.0,16.0,4.0,TA,11.4999847412,Typ,1.0,TA,BuiltIn,7727161833.0,RFn,4.0,600.0,TA,TA,N,12.449899598,2.88449914061,5.25358787249,0.0,0.0,0.0,,,Gar2,17.1775407162,64.0,8084294343.0,WD,Normal,190000
943,729000.0,RL,6.48074069841,8.95040315983,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,64.0,27.0,7727161833.0,7727161833.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1440.0,Unf,0.0,0.0,1440.0,GasA,TA,Y,SBrkr,37.947331922,0.0,0.0,37.947331922,1.41421356237,1.0,4.0,0.0,16.0,4.0,TA,8.0,Typ,0.0,,,,,0.0,0.0,,,N,17.9164728672,0.0,0.0,0.0,0.0,0.0,,,,0.0,64.0,8084294343.0,Oth,Abnorml,150000
556,91125.0,RM,7.61577310586,8.76092337634,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,125.0,216.0,7100029448.0,7414875000.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,979146657.0,993.0,GasA,TA,Y,FuseA,32.3728281125,0.0,0.0,32.3728281125,0.0,1.0,1.0,0.0,4.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,7100029448.0,Unf,1.0,280.0,TA,TA,Y,0.0,0.0,4.87699896107,0.0,0.0,0.0,,,,0.0,64.0,8072216216.0,WD,Normal,113000
236,4096000.0,RM,4.58257569496,7.4265490724,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,216.0,27.0,7657021611.0,7657021611.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358.0,Unf,0.0,1953125.0,483.0,GasA,TA,Y,SBrkr,22.803508502,128024064.0,0.0,31.4165561448,0.0,1.0,1.0,1.0,4.0,1.0,TA,5.0,Typ,0.0,,Detchd,7657021611.0,Unf,1.0,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,64.0,8096384512.0,WD,Normal,89500
390,216000.0,RL,9.79795897113,9.43140175709,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1000.0,125.0,8084294343.0,8096384512.0,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1280.0,Unf,0.0,64964808.0,1682.0,GasA,Ex,Y,SBrkr,41.7372735094,205379000.0,0.0,48.2907858706,1.0,1.0,4.0,1.0,9.0,1.0,Ex,9.0,Typ,1.0,Ex,BuiltIn,8096384512.0,Fin,9.0,846.0,TA,TA,Y,14.0,5.11722994691,0.0,0.0,0.0,0.0,,,,0.0,64.0,8096384512.0,New,Partial,426000
1319,8000.0,RL,,9.60109785121,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,512.0,125.0,8012006001.0,8024024008.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,5386984777.0,1753.0,GasA,Ex,Y,SBrkr,42.2729227757,0.0,0.0,42.2729227757,0.0,1.0,4.0,0.0,9.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,8012006001.0,RFn,9.0,748.0,TA,TA,Y,14.0712472795,5.31329284591,0.0,0.0,0.0,0.0,,,,0.0,64.0,8072216216.0,WD,Normal,275000
